cell_id,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDBI,NDWI,BSI,VV,VH,VH_VV_diff_db,ghs_built,viirs_radiance,elevacion,pendiente_grados,poblacion,vias_long_m,dist_via_principal_m,n_edificios,area_total_m2,area_media_m2,area_std_m2,compacidad_media,es_positivo,es_negativo,etiqueta,centroid_x_utm,centroid_y_utm
1,0.08135,0.0928,0.0889,0.09975,0.08315,0.08605,0.0704,0.08095,0.08075,0.0626,-0.11613309,0.068475045,0.13725491,0.055693857,-17.120447749047287,-26.285340283952912,-9.164892534905626,29,24.29917,0.0,0.0,0.0,0.0,229.51419052352796,0.0,0.0,0.0,0.0,0.0,False,False,,438148.27082237665,1149347.7220254836
2,0.08705,0.09695,0.07935,0.07345,0.05545,0.05705,0.05135,0.0558,0.0436,0.03435,-0.21423106,-0.08162191,0.3074848,-0.05911613,-17.753879370384766,-27.455223131757922,-9.701343761373156,2,24.29917,0.0,0.45076498,0.0,0.0,244.48105004701844,0.0,0.0,0.0,0.0,0.0,False,False,,438148.27082237665,1149447.7220254836
4,0.06365,0.07375,0.0525,0.0522,0.0361,0.03375,0.03565,0.0332,0.03235,0.02695,-0.19115144,-0.04852941,0.34826323,-0.078468636,-16.265154541747165,-25.720556865504918,-9.455402323757752,3860,24.29917,0.0,0.0,79.11659,0.0,132.24119707598797,0.0,0.0,0.0,0.0,0.0,False,True,0.0,438248.27082237665,1149247.7220254836
5,0.1024,0.12135,0.14055,0.16525,0.18925,0.2055,0.2007,0.22515,0.25495,0.20065,0.17626373,0.11906066,-0.24639031,0.13226455,-2.16579017149797,-13.907605589525051,-11.74181541802708,3952,24.29917,5.3455095,1.7206378,80.4564,231.19075261824128,129.60083119816886,6.0,2003.545863110729,333.92431051845483,54.52496706359387,0.7181999036965229,False,True,0.0,438248.27082237665,1149347.7220254836
6,0.16035,0.2028,0.22035,0.24135,0.24235,0.2539,0.24465,0.25735,0.3013,0.2913,0.05225808,0.10376405,-0.09353,0.12588352,-5.95919614235064,-19.926147543045587,-13.966951400694947,1326,24.29917,2.1912754,5.0347376,81.130875,77.98000682320641,149.54150850123003,1.0,1068.6957982433707,1068.6957982433707,0.0,0.6246120604861618,False,True,0.0,438248.27082237665,1149447.7220254836
7,0.16695,0.1743,0.14925,0.14275,0.098,0.1006,0.10175,0.08915,0.05605,0.0435,-0.18924303,-0.2896071,0.2628147,-0.13375527,-15.989880618247586,-26.590636975570106,-10.60075635732252,0,21.031248,0.0,0.0,81.04559,0.0,200.39722023392756,0.0,0.0,0.0,0.0,0.0,False,False,,438248.27082237665,1149547.7220254836
8,0.0597,0.06925,0.04195,0.04165,0.03195,0.0329,0.0288,0.0312,0.0288,0.0256,-0.18586572,0.0,0.41254467,-0.11145999,-17.49345574070811,-26.114244663490044,-8.620788922781934,0,24.29917,0.0,0.0,80.15197,0.0,126.98396863116447,0.0,0.0,0.0,0.0,0.0,False,False,,438348.27082237665,1149047.7220254836
9,0.0619,0.0749,0.05735,0.06745,0.0649,0.06715,0.0557,0.07015,0.07305,0.05375,-0.014595295,0.13475728,0.14701378,0.051612906,-12.944178338475263,-18.907027719029948,-5.962849380554685,1,24.29917,2.519591,6.854195,80.144936,76.91478318089145,67.98067555889041,2.0,1219.32601461723,609.663007308615,309.4774658953303,0.7539300336784183,False,True,0.0,438348.27082237665,1149147.7220254836
10,0.19705,0.23415,0.2809,0.29455,0.2981,0.31315,0.30415,0.3184,0.392,0.38035,0.039740168,0.12619409,-0.13003898,0.14623968,-2.4818897324339746,-11.510566051562861,-9.028676319128888,3227,24.29917,4.2522974,5.361399,80.51671,689.3197455668055,32.32184549742533,5.0,3529.402592443924,705.8805184887848,411.83148326468216,0.6795506529508402,False,True,0.0,438348.27082237665,1149247.7220254836
11,0.2269,0.24655,0.2842,0.3019,0.29555,0.29375,0.2882,0.2877,0.354,0.35675,0.0069880825,0.10246031,-0.07788686,0.10673722,-3.438820052869257,-14.145374378904746,-10.706554326035489,3750,24.29917,7.990516,4.686264,81.34454,815.0753473569536,29.68747187280971,1.0,3060.237821375191,3060.237821375191,0.0,0.7351896483386544,False,True,0.0,438348.27082237665,1149347.7220254836
12,0.1776,0.15615,0.14405,0.16685,0.1777,0.19185,0.20065,0.2278,0.20315,0.17595,0.16420077,0.0061911778,-0.12471975,-0.04280101,-0.8231625917994632,-15.655525416081197,-14.832362824281734,2475,24.29917,5.631321,2.6632962,81.64651,262.67610633372954,60.47740076871508,4.0,1636.3814555466683,409.0953638866671,292.73863254580783,0.7793453481132699,False,True,0.0,438348.27082237665,1149447.7220254836
13,0.1109,0.1278,0.1367,0.1574,0.1408,0.1488,0.1315,0.1459,0.1667,0.1472,-0.01938851,0.118041575,-0.014269198,0.11176255,-14.958405439524526,-24.702135776312915,-9.743730336788389,17,21.031248,0.0,1.8023236,81.45963,0.0,131.0159770769736,0.0,0.0,0.0,0.0,0.0,False,False,,438348.27082237665,1149547.7220254836
15,0.1626,0.19455,0.22905,0.21905,0.2219,0.2315,0.25375,0.24495,0.26685,0.2526,0.051159903,0.025163272,-0.13205443,0.08720194,-9.056116345701305,-11.957564283205548,-2.9014479375042423,574,24.29917,2.0105913,5.1367025,80.51671,200.31705720732572,49.70160275617734,5.0,2410.632080673512,482.1264161347024,182.51088080705549,0.6765500607473534,False,True,0.0,438448.27082237665,1149047.7220254836
16,0.08255,0.0901,0.09565,0.1254,0.13685,0.1422,0.1194,0.1473,0.1947,0.1616,0.11043943,0.23973258,-0.13985682,0.17956534,-2.583136325191565,-5.581346520998961,-2.9982101958073963,2867,24.29917,1.589199,2.2182374,80.68137,850.2262278763402,12.644005565476975,5.0,3327.949607201124,665.5899214402248,338.3862054403053,0.759496794263178,False,True,0.0,438448.27082237665,1149147.7220254836
17,0.1268,0.1544,0.168,0.1918,0.199,0.2074,0.2015,0.2105,0.2167,0.1963,0.09066307,0.036346253,-0.13234054,0.07910239,-12.1478544380111,-20.35325035688726,-8.205395918876158,2,24.29917,5.9653106,9.447621,80.036354,566.0018564722775,5.682384894386126,5.0,3381.2251865299204,676.245037305984,518.2444970043102,0.6499378633735506,False,True,0.0,438448.27082237665,1149247.7220254836
18,0.1714,0.2077,0.22535,0.2675,0.27645,0.28495,0.2703,0.28885,0.2713,0.24605,0.09068898,0.0018463574,-0.13096236,0.05856024,-8.368344050586217,-16.554996651020417,-8.1866526004342,1512,24.29917,0.0,11.615153,81.12739,589.2103366285863,1.8568187543846157,3.0,3874.4787126473666,1291.492904215789,429.34328642101804,0.7588660245536794,False,True,0.0,438448.27082237665,1149347.7220254836
19,0.09525,0.12015,0.1264,0.1613,0.2052,0.22665,0.2253,0.2356,0.2313,0.1944,0.2812056,0.013140598,-0.3043856,0.054773312,-5.945225484215758,-11.08056351857637,-5.135338034360611,1976,24.29917,6.9753246,2.2682264,81.11614,656.3478848700721,9.516591322983178,3.0,1969.6004591541882,656.5334863847294,500.9381215618116,0.7080284970135561,False,True,0.0,438448.27082237665,1149447.7220254836
20,0.1531,0.1835,0.1994,0.26195,0.27915,0.29265,0.27275,0.3054,0.3134,0.28755,0.15535317,0.06935087,-0.1956164,0.092633046,-12.11260106203475,-18.870063997680795,-6.7574629356460445,963,21.031248,0.0,3.1440833,81.24018,26.400920214031427,67.74752847236019,1.0,340.6392542727186,340.6392542727186,0.0,0.5101169021784511,False,True,0.0,438448.27082237665,1149547.7220254836
21,0.1367,0.1531,0.1418,0.1395,0.0972,0.1006,0.0924,0.0982,0.0542,0.038,-0.21093084,-0.26057297,0.24725051,-0.07786401,-14.585460886851703,-22.98151476179862,-8.396053874946919,0,21.031248,0.0,0.0,80.43033,0.0,145.99595755757773,0.0,0.0,0.0,0.0,0.0,False,False,,438448.27082237665,1149647.7220254836
22,0.0642,0.07095,0.04655,0.0488,0.0418,0.04195,0.0315,0.03925,0.03655,0.02955,-0.19282508,0.07421014,0.3850659,-0.07046979,-15.896208230221106,-24.70211199644543,-8.805903766224326,14,18.003765,0.0,0.0,62.721684,0.0,99.47176152667085,0.0,0.0,0.0,0.0,0.0,False,False,,438548.27082237665,1148947.7220254836
23,0.0691,0.0968,0.0874,0.1457,0.1903,0.1968,0.20825,0.20925,0.1954,0.15625,0.40876037,-0.031834517,-0.36534992,0.009729502,-1.9241322860559258,-7.83959913912646,-5.9154668530705345,2254,46.180138,12.510986,8.159791,80.69099,525.8475961207681,0.7975102941198786,9.0,4121.519643526627,457.94662705851414,107.13614798386182,0.6809256080042863,False,True,0.0,438548.27082237665,1149047.7220254836
24,0.0925,0.1204,0.12205,0.1563,0.21605,0.2382,0.2297,0.24905,0.20175,0.149,0.3060412,-0.06478156,-0.31219655,0.0024767758,-11.401595100974744,-17.995069244868645,-6.593474143893902,3751,46.180138,4.471923,10.45753,80.95324,583.0480416355651,4.008331191454774,0.0,0.0,0.0,0.0,0.0,False,True,0.0,438548.27082237665,1149147.7220254836
25,0.0354,0.0507,0.0308,0.03475,0.02445,0.0258,0.0225,0.02225,0.0218,0.0183,-0.1557223,-0.015801368,0.3852459,-0.0479638,-20.23148499937886,-26.80808339798778,-6.576598398608919,2,46.180138,0.0,0.0,80.96182,0.0,92.21994939102697,0.0,0.0,0.0,0.0,0.0,False,False,,438548.27082237665,1149247.7220254836
26,0.0332,0.0534,0.0329,0.0386,0.0309,0.0327,0.0259,0.0311,0.0339,0.0296,-0.11904763,0.13377926,0.34678432,0.061159622,-17.77528888725682,-27.262217464328568,-9.486928577071748,1785,46.180138,0.0,0.9260025,81.31948,398.31331129341226,47.380242092525066,0.0,0.0,0.0,0.0,0.0,False,False,,438548.27082237665,1149347.7220254836
27,0.18285,0.1808,0.11795,0.1574,0.17295,0.2037,0.15785,0.20205,0.22345,0.16325,0.14467004,0.17204303,0.06776911,0.001026238,-5.397567327696173,-10.42515276639374,-5.027585438697567,3782,46.180138,8.186481,0.9514549,80.06675,179.40410882018753,52.03443940861355,1.0,2933.8173206140327,2933.8173206140327,0.0,0.33454148760942476,False,True,0.0,438548.27082237665,1149447.7220254836
28,0.11055,0.13975,0.14405,0.17665,0.23015,0.2471,0.23745,0.2594,0.2231,0.18165,0.24482307,-0.031158391,-0.25901377,0.026777625,-11.8323588150893,-18.054510958355063,-6.222152143265763,369,50.30917,2.0694501,3.797225,80.426865,685.634226029796,9.353659420544686,1.0,196.16900363374404,196.16900363374404,0.0,0.7691810241814309,False,True,0.0,438548.27082237665,1149547.7220254836
29,0.1824,0.2236,0.2452,0.2669,0.2521,0.2637,0.2497,0.2653,0.3432,0.346,0.00909275,0.15769945,-0.05514472,0.15316023,-13.653278674642157,-22.0991315733083,-8.445852898666141,171,50.30917,0.0,0.0,80.96411,34.860079438403,104.96559927745419,0.0,0.0,0.0,0.0,0.0,False,True,0.0,438548.27082237665,1149647.7220254836
31,0.06005,0.06195,0.0362,0.03405,0.0286,0.029,0.02815,0.0276,0.02565,0.0221,-0.12509716,-0.046468392,0.37513873,-0.17560811,-18.502572413869302,-28.824248874508196,-10.321676460638894,0,18.003765,0.0,0.0,61.63046,0.0,193.1131753012451,0.0,0.0,0.0,0.0,0.0,False,False,,438648.27082237665,1148847.7220254836
32,0.08965,0.10685,0.10885,0.1228,0.12025,0.1331,0.1254,0.12965,0.121,0.0976,0.07065103,-0.017857173,-0.079870865,0.033265863,-13.18988042572881,-20.17031856674226,-6.980438141013451,851,18.003765,0.0,2.0722551,64.102196,492.6224743901839,93.18335387979903,1.0,107.56392324022269,107.56392324022269,0.0,0.7509128045669493,False,True,0.0,438648.27082237665,1148947.7220254836
33,0.15165,0.17585,0.20855,0.24465,0.2568,0.2746,0.24745,0.2758,0.30715,0.2748,0.085306995,0.10764517,-0.16914715,0.12745953,-5.995516177829024,-16.907552310100737,-10.912036132271712,2640,46.180138,8.203702,4.912621,80.64721,1032.8854762236429,6.74646754164705,3.0,2806.6846004151657,935.5615334717219,795.8114533662621,0.607236770140446,False,True,0.0,438648.27082237665,1149047.7220254836
34,0.0578,0.08,0.0769,0.1269,0.1984,0.2265,0.2368,0.2437,0.1828,0.1227,0.5097227,-0.128694,-0.4949495,-0.06296231,-11.207280041786088,-17.13637363129454,-5.929093589508451,1852,46.180138,4.0797343,4.7065825,81.15052,746.0254008235923,18.07337954198059,1.0,259.7239973552901,259.7239973552901,0.0,0.7399646608391894,False,True,0.0,438648.27082237665,1149147.7220254836
35,0.0361,0.0533,0.0313,0.0352,0.0255,0.0272,0.024,0.0237,0.0237,0.0195,-0.13200724,-0.0062892972,0.3790427,-0.044309303,-20.009852201994143,-26.134471778074563,-6.12461957608042,0,46.180138,0.0,0.0,79.873665,0.0,117.12229239005978,0.0,0.0,0.0,0.0,0.0,False,False,,438648.27082237665,1149247.7220254836
36,0.0547,0.0718,0.0657,0.095,0.1407,0.1652,0.1536,0.1753,0.1275,0.0864,0.40082082,-0.09284955,-0.36291042,-0.03760901,-14.986855859036538,-21.335009398546106,-6.348153539509568,1785,46.180138,3.1635442,6.1231923,79.303,393.7944738352605,40.25106938737873,0.0,0.0,0.0,0.0,0.0,False,False,,438648.27082237665,1149347.7220254836
37,0.1088,0.1292,0.14275,0.1839,0.2242,0.22925,0.2179,0.2463,0.30665,0.2883,0.20837376,0.16919267,-0.25554594,0.15809818,-7.362938777862152,-13.640355592661972,-6.27741681479982,2635,46.180138,3.4683623,4.334401,79.948364,749.2076460223265,42.594635046236654,1.0,1125.3739955650194,1125.3739955650194,0.0,0.6604096542510549,False,True,0.0,438648.27082237665,1149447.7220254836
38,0.1037,0.12735,0.14545,0.181,0.21035,0.22125,0.2131,0.2315,0.2392,0.20185,0.18867663,0.05770505,-0.25187254,0.0967282,-8.278351863470697,-15.650441184721632,-7.372089321250936,2347,50.30917,3.9111285,1.914192,81.017975,728.698536360879,17.639508439469292,2.0,670.9918691623867,335.49593458119335,319.7787372560698,0.6683731288535035,False,True,0.0,438648.27082237665,1149547.7220254836
39,0.06865,0.09085,0.10105,0.1269,0.1651,0.19425,0.18865,0.20735,0.19685,0.16185,0.30238178,0.021271087,-0.34991053,0.07312681,-6.508427287223297,-8.46154929138574,-1.9531220041624433,2362,50.30917,0.0,6.156889,80.481926,589.5839101758447,105.9788987308666,2.0,1427.2216330305134,713.6108165152567,768.944378324333,0.7607651833116732,False,True,0.0,438648.27082237665,1149647.7220254836
40,0.0952,0.1032,0.0923,0.0952,0.0682,0.0703,0.0588,0.0619,0.0439,0.0382,-0.22170746,-0.14508276,0.27407408,-0.06133702,-15.73981818185646,-23.656033747746932,-7.916215565890472,65,50.30917,0.0,0.0,80.618065,0.0,186.51333767899084,0.0,0.0,0.0,0.0,0.0,False,False,,438648.27082237665,1149747.7220254836
41,0.0559,0.06355,0.04,0.0393,0.03115,0.0324,0.029,0.0311,0.02925,0.0253,-0.1594203,0.0042918543,0.37331176,-0.101524465,-18.443692763728137,-26.447931342081873,-8.004238578353736,0,18.003765,0.0,0.0,68.75215,0.0,210.04734433406443,0.0,0.0,0.0,0.0,0.0,False,False,,438748.27082237665,1148847.7220254836
42,0.1101,0.1268,0.1285,0.1407,0.1458,0.1527,0.1375,0.1526,0.1484,0.1225,0.0338346,0.038125187,-0.04048431,0.055862706,-10.469439372250385,-18.39497766653738,-7.925538294286994,1211,18.003765,0.0,5.516259,71.39321,309.77661685482775,123.99543453509686,0.0,0.0,0.0,0.0,0.0,False,True,0.0,438748.27082237665,1148947.7220254836
43,0.14135,0.15805,0.1649,0.1613,0.1727,0.1911,0.19695,0.20105,0.25495,0.18645,0.08857261,0.12834693,-0.10957747,0.10756447,-4.90415182120216,-10.745104011099592,-5.840952189897432,4982,46.180138,8.031241,8.118153,79.91574,171.15842423488277,77.83328296729177,1.0,3643.550099776723,3643.550099776723,0.0,0.3159990814978932,False,True,0.0,438748.27082237665,1149047.7220254836
44,0.0449,0.0612,0.0493,0.0735,0.082,0.0891,0.0703,0.0899,0.1134,0.0806,0.17558527,0.23462167,-0.0692015,0.1709248,-16.32362260200521,-22.411199651411167,-6.087577049405958,2557,46.180138,0.7713754,6.1533732,79.90478,348.4229578885847,83.62441558283253,0.0,0.0,0.0,0.0,0.0,False,True,0.0,438748.27082237665,1149147.7220254836
45,0.0404,0.055,0.0373,0.042,0.0302,0.0311,0.0304,0.0306,0.0285,0.0225,-0.101920255,-0.032258075,0.2880562,-0.036603186,-13.980255143242445,-18.983342808152237,-5.003087664909792,484,46.180138,0.0,1.4212477,79.96137,39.0640418940214,150.43920178750113,0.0,0.0,0.0,0.0,0.0,False,False,,438748.27082237665,1149247.7220254836
46,0.10685,0.1338,0.168,0.1999,0.257,0.27455,0.25875,0.2708,0.23945,0.1903,0.21265376,-0.03873946,-0.31830338,0.054136217,-8.567639914010519,-14.353501482880864,-5.785861568870345,4599,46.180138,3.3460608,3.4390326,79.483376,362.6885803109272,96.9673162317143,1.0,3723.3331372983403,3723.3331372983403,0.0,0.6228163563685594,False,True,0.0,438748.27082237665,1149347.7220254836
47,0.07385,0.1092,0.1029,0.15995,0.225,0.2429,0.2332,0.2548,0.24245,0.1843,0.38768226,0.019447071,-0.3621495,0.058706325,-5.076243558567023,-12.315603652088852,-7.239360093521829,4815,46.180138,6.4519525,6.285197,79.35281,845.3944224415301,15.662775925215124,5.0,4373.255933915946,874.6511867831892,946.7670355021646,0.7551811788102422,False,True,0.0,438748.27082237665,1149447.7220254836
48,0.1544,0.1755,0.1881,0.2316,0.239,0.2509,0.2075,0.2506,0.2918,0.2577,0.049039435,0.16883637,-0.083550885,0.14017582,-1.7374670820233875,-6.811872959877715,-5.0744058778543275,3965,50.30917,6.1364093,3.1967766,79.88824,540.4856489995738,33.76179185231404,12.0,5304.680741836605,442.05672848638375,335.36121553572707,0.7373156027453923,False,True,0.0,438748.27082237665,1149547.7220254836
49,0.0941,0.1341,0.1197,0.1932,0.3147,0.3597,0.3699,0.3639,0.2409,0.1829,0.51102936,-0.21119843,-0.4678571,-0.12539412,-5.279755879657392,-7.8234106961984455,-2.5436548165410535,4223,50.30917,4.8284717,7.791035,78.62127,466.51206982973406,46.657051186635634,5.0,3715.668318876786,743.1336637753573,363.06747556873904,0.7610767739342299,False,True,0.0,438748.27082237665,1149647.7220254836
50,0.1629,0.1958,0.21215,0.2265,0.2169,0.22395,0.2212,0.22785,0.26275,0.28355,0.02088384,0.08585596,-0.060911268,0.10570429,-0.4053422399319899,-11.820321143641202,-11.414978903709212,2050,50.30917,0.0,1.0289593,79.677666,243.89630611568305,126.06521804510976,1.0,48.37874852482833,48.37874852482833,0.0,0.7725127160761595,False,True,0.0,438748.27082237665,1149747.7220254836
51,0.1117,0.1303,0.1128,0.1039,0.0715,0.0749,0.059,0.0669,0.0435,0.0368,-0.31315485,-0.15121953,0.3766508,-0.044036664,-10.265786232975383,-20.17348547018627,-9.907699237210888,3,50.30917,0.0,0.0,79.08764,0.0,203.62974050075468,0.0,0.0,0.0,0.0,0.0,False,False,,438748.27082237665,1149847.7220254836
52,0.07,0.0753,0.0585,0.05,0.0363,0.0406,0.0311,0.0341,0.0334,0.0304,-0.3058036,0.035658915,0.41541356,-0.047668394,-16.53879718218078,-24.550705927041363,-8.011908744860584,0,18.003765,0.0,0.0,68.75215,14.402830280900575,265.2326331065833,0.0,0.0,0.0,0.0,0.0,False,False,,438848.27082237665,1148847.7220254836
53,0.1041,0.1226,0.1244,0.1367,0.148,0.1537,0.1405,0.1547,0.1899,0.1733,0.06077764,0.14951575,-0.06803496,0.124709256,-14.360932329978153,-21.538077195461987,-7.177144865483834,206,18.003765,0.0,1.1304368,70.45607,330.41913998903243,203.15797846938923,0.0,0.0,0.0,0.0,0.0,False,True,0.0,438848.27082237665,1148947.7220254836
54,0.0818,0.11295,0.1157,0.16065,0.2442,0.2742,0.28175,0.2988,0.2437,0.1805,0.41778836,-0.072414115,-0.42766657,-0.005740374,-11.309221014744969,-18.041151974334422,-6.731930959589453,1891,46.180138,4.2254095,5.005762,78.60282,517.5856508074928,177.5030609884975,0.0,0.0,0.0,0.0,0.0,False,True,0.0,438848.27082237665,1149047.7220254836
55,0.04125,0.0541,0.0369,0.05505,0.0833,0.0962,0.09105,0.09815,0.06725,0.04375,0.4232122,-0.15034744,-0.25456423,-0.119052686,-13.50760396230788,-19.14450521995061,-5.63690125764273,144,46.180138,0.2903438,0.796442,79.96137,235.18650307593134,178.70102667644278,0.0,0.0,0.0,0.0,0.0,False,True,0.0,438848.27082237665,1149147.7220254836
56,0.04795,0.0652,0.06235,0.10435,0.1822,0.2005,0.2168,0.23085,0.15795,0.09865,0.55328673,-0.15703803,-0.53758866,-0.09164003,-9.712416839311253,-14.859954408808225,-5.147537569496972,2370,46.180138,3.187586,5.9058075,78.920715,216.6635746209631,221.2308032753896,1.0,481.6081532694547,481.6081532694547,0.0,0.6616732578597911,False,True,0.0,438848.27082237665,1149247.7220254836
57,0.1576,0.173,0.1879,0.2225,0.239,0.2529,0.232,0.2749,0.3094,0.2824,0.10502497,0.1429627,-0.14567903,0.12143424,-7.783216795552876,-13.690530051869157,-5.9073132563162805,3739,46.180138,6.539931,3.4042537,79.48232,565.4756587151214,155.54012383969933,9.0,4767.992735924848,529.7769706583164,631.3083866682304,0.6694432697904674,False,True,0.0,438848.27082237665,1149347.7220254836
58,0.2551,0.2829,0.2862,0.3028,0.3081,0.3251,0.316,0.3303,0.3263,0.3111,0.049485262,0.01603609,-0.055268005,0.034978,-1.6125100064563782,-2.705676175730675,-1.0931661692742967,4815,46.180138,5.409251,2.5176187,80.018616,210.85706484561965,75.22696370332561,12.0,3899.1328868819605,324.9277405734967,150.62902033352952,0.6716619154234279,False,True,0.0,438848.27082237665,1149447.7220254836
59,0.1003,0.1101,0.1159,0.1419,0.1658,0.1712,0.1521,0.1847,0.2125,0.1759,0.1350746,0.16566102,-0.16018306,0.13085406,-7.26780974610657,-9.393217628256743,-2.1254078821501725,4433,50.30917,4.9808335,2.6396573,79.677666,730.7583555697547,5.086196433048118,13.0,3924.7370732795075,301.90285179073135,168.06799499927453,0.7119480897175502,False,True,0.0,438848.27082237665,1149547.7220254836
60,0.1952,0.2107,0.234,0.2563,0.2518,0.2704,0.256,0.2792,0.368,0.3468,0.04489799,0.17948715,-0.09706451,0.14318267,-5.985500695638838,-10.723950984378813,-4.738450288739975,4736,50.30917,3.3760912,3.053479,78.62127,653.8772325136564,14.616522912904115,8.0,4368.786992445844,546.0983740557305,188.52662599080327,0.6907192989551276,False,True,0.0,438848.27082237665,1149647.7220254836
61,0.19925,0.2138,0.2264,0.2276,0.21795,0.22165,0.22925,0.21715,0.2672,0.26505,0.006254792,0.07644273,-0.034871913,0.070599735,3.7915844508851695,-3.9687169545005943,-7.760301405385764,4046,50.30917,7.676029,5.1211348,78.62127,539.2427508761252,62.94877603605898,5.0,8010.752418622287,1602.1504837244574,2155.9184494673623,0.7419991550907377,False,True,0.0,438848.27082237665,1149747.7220254836
62,0.1275,0.1577,0.1667,0.1852,0.2045,0.2182,0.2073,0.2262,0.2682,0.2659,0.10855615,0.1280757,-0.13589042,0.13005067,-13.685792072442862,-21.283044264389062,-7.5972521919462,1285,50.30917,0.0,3.6982727,78.39681,207.5867001381215,139.77600141978434,0.0,0.0,0.0,0.0,0.0,False,True,0.0,438848.27082237665,1149847.7220254836
63,0.078,0.0846,0.0798,0.0884,0.0679,0.0726,0.0631,0.0685,0.0802,0.0576,-0.116864935,0.11933007,0.14556532,0.062769815,-12.470147683704111,-22.09729921009348,-9.62715152638937,18,50.30917,0.0,0.0,78.84757,0.0,214.00724089524772,0.0,0.0,0.0,0.0,0.0,False,False,,438848.27082237665,1149947.7220254836
65,0.1211,0.146,0.1555,0.1682,0.1722,0.1783,0.176,0.1846,0.2111,0.1958,0.061840136,0.090674244,-0.09316771,0.10471594,-15.45879004007038,-23.56304757882358,-8.104257538753199,15,46.180138,0.85989875,1.041211,0.0,313.9634831153501,277.01036557060064,0.0,0.0,0.0,0.0,0.0,False,False,,438948.27082237665,1149047.7220254836
66,0.0876,0.109,0.11635,0.1414,0.1781,0.1923,0.19625,0.20325,0.20825,0.1687,0.25559822,0.029666241,-0.28583133,0.06697345,-12.81482089774924,-20.161617423631064,-7.346796525881825,2,46.180138,0.3595125,1.0256313,77.32764,342.8492479218042,277.0346911342497,0.0,0.0,0.0,0.0,0.0,False,False,,438948.27082237665,1149147.7220254836
67,0.2392,0.2707,0.2709,0.3067,0.3681,0.38,0.3771,0.385,0.2882,0.2233,0.16388886,-0.13362393,-0.16424821,-0.048664246,-9.207107317990353,-14.212920327933876,-5.005813009943523,4839,46.180138,5.6629157,1.5743265,78.22816,359.07966397044896,295.4334510529552,6.0,3462.5136762491966,577.0856127081994,101.14506102024029,0.7334964708656737,False,True,0.0,438948.27082237665,1149247.7220254836
68,0.1602,0.188,0.1904,0.1981,0.2222,0.2441,0.2575,0.2591,0.2865,0.2566,0.1498102,0.05330885,-0.15600449,0.06617484,-5.2648066592939,-10.433477334035647,-5.1686706747417475,5519,46.180138,4.3779273,3.4723692,79.48232,213.35402788971336,215.12029091658147,16.0,4026.77290481684,251.6733065510525,71.59910492990495,0.6933145586933319,False,True,0.0,438948.27082237665,1149347.7220254836
69,0.1467,0.1719,0.1921,0.2383,0.2472,0.2468,0.2173,0.2594,0.3003,0.2697,0.061553482,0.1603555,-0.11664952,0.14992994,-7.176855595245408,-13.642218573159813,-6.465362977914404,4275,46.180138,8.322232,0.5350134,79.80771,302.94564653276257,134.80713086309873,8.0,3923.0056378968347,490.37570473710434,376.8284764888674,0.6793465080484717,False,True,0.0,438948.27082237665,1149447.7220254836
70,0.1847,0.2161,0.2436,0.2786,0.3043,0.2985,0.2818,0.32,0.3654,0.3277,0.07270652,0.12917179,-0.1319542,0.13249649,-6.710241786378794,-10.181379551352244,-3.4711377649734496,4433,50.30917,5.324123,0.79069114,78.74959,352.3169692104459,57.327573143274556,15.0,4773.77207864983,318.2514719099887,242.67488962197763,0.7439926207525223,False,True,0.0,438948.27082237665,1149547.7220254836
71,0.216,0.2316,0.2602,0.2619,0.2652,0.2902,0.2942,0.3061,0.3437,0.3083,0.06132758,0.077598356,-0.11905668,0.0841037,-6.3785885385671435,-9.561640378656438,-3.183051840089295,3407,50.30917,5.2278714,2.5367215,78.81563,565.5333173749929,19.992665559049303,17.0,5062.350379120131,297.78531641883126,142.51061652259273,0.6942080993945197,False,True,0.0,438948.27082237665,1149647.7220254836
72,0.1288,0.1524,0.1748,0.1907,0.211,0.2229,0.2025,0.2279,0.2805,0.2518,0.0734164,0.16149068,-0.14116652,0.15764041,-6.802179428824986,-9.321970670791512,-2.5197912419665256,3887,50.30917,3.1080785,6.0836473,78.62127,793.6609718627329,1.1637940750781268,6.0,3419.786419428542,569.9644032380903,769.1363338158588,0.7190663422396776,False,True,0.0,438948.27082237665,1149747.7220254836
73,0.1136,0.1255,0.1398,0.1949,0.2001,0.2112,0.1704,0.2061,0.2495,0.2127,0.09864603,0.18837821,-0.15174046,0.1563939,-8.408809770347307,-16.404600792916845,-7.995791022569538,3999,50.30917,1.9521953,2.386237,78.036064,469.1570864184956,72.59450730332122,3.0,1042.8215942297422,347.60719807658074,100.05224669175429,0.6522138918055207,False,True,0.0,438948.27082237665,1149847.7220254836
74,0.1406,0.1614,0.1774,0.1923,0.177,0.1881,0.1824,0.1865,0.2278,0.2273,0.0138966385,0.110677704,-0.061082017,0.112881064,-9.515547727433866,-16.54277077988091,-7.027223052447045,1601,50.30917,0.0,3.044115,77.82376,179.37022627249647,142.5200447231057,0.0,0.0,0.0,0.0,0.0,False,True,0.0,438948.27082237665,1149947.7220254836
